ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000088106.3	Gm22378
ENSMUSG00000041895.16	Wipi1
ENSMUSG00000086733.3	Gm11685
ENSMUSG00000020612.17	Prkar1a
ENSMUSG00000020614.14	Fam20a
ENSMUSG00000085734.2	Gm11684
ENSMUSG00000020617.14	1700012B07Rik
ENSMUSG00000087139.2	Gm11683
ENSMUSG00000087393.2	1700023C21Rik
ENSMUSG00000020620.15	Abca8b
ENSMUSG00000085629.2	Gm11697
ENSMUSG00000041828.17	Abca8a
ENSMUSG00000041797.8	Abca9
ENSMUSG00000044749.14	Abca6
ENSMUSG00000018800.15	Abca5
ENSMUSG00000020623.12	Map2k6
ENSMUSG00000085985.2	Gm11682
ENSMUSG00000051497.16	Kcnj16
ENSMUSG00000120247.1	Gm57334
ENSMUSG00000041695.3	Kcnj2
ENSMUSG00000082272.2	Gm11675
ENSMUSG00000121079.1	Gm57389
ENSMUSG00000082448.2	Gm11676
ENSMUSG00000081666.2	Gm11677
ENSMUSG00000086752.2	Gm11674
ENSMUSG00000081088.2	Gm11679
ENSMUSG00000085324.2	Gm11680
ENSMUSG00000041674.17	BC006965
ENSMUSG00000000567.6	Sox9
ENSMUSG00000075437.5	Gm11681
ENSMUSG00000020624.4	4933434M16Rik
ENSMUSG00000087259.9	2610035D17Rik
ENSMUSG00000085421.3	4732490B19Rik
ENSMUSG00000041654.16	Slc39a11
ENSMUSG00000047904.7	Sstr2
ENSMUSG00000018661.18	Cog1
ENSMUSG00000041629.8	Fam104a
ENSMUSG00000083339.2	Gm11693
ENSMUSG00000041623.18	D11Wsu47e
ENSMUSG00000018727.20	Cpsf4l
ENSMUSG00000041598.8	Cdc42ep4
ENSMUSG00000083090.2	Gm11736
ENSMUSG00000041592.17	Sdk2
ENSMUSG00000121049.1	Gm39468
ENSMUSG00000086760.2	1700025D23Rik
ENSMUSG00000086135.2	1700001J04Rik
ENSMUSG00000078600.2	1700092K14Rik
ENSMUSG00000085844.3	Gm11690
ENSMUSG00000075431.7	Gm11691
ENSMUSG00000081548.2	Gm11692
ENSMUSG00000062391.4	4932435O22Rik
ENSMUSG00000083769.2	Gm11689
ENSMUSG00000057322.13	Rpl38
ENSMUSG00000034714.10	Ttyh2
ENSMUSG00000034706.17	Dnai2
ENSMUSG00000010021.14	Kif19a
ENSMUSG00000000202.10	Btbd17
ENSMUSG00000034677.10	Gpr142
ENSMUSG00000051043.17	Gprc5c
ENSMUSG00000034652.13	Cd300a
ENSMUSG00000083237.2	Btf3-ps13
ENSMUSG00000063193.10	Cd300lb
ENSMUSG00000083677.2	Gm11699
ENSMUSG00000058728.17	Cd300c
ENSMUSG00000034641.3	Cd300ld
ENSMUSG00000044811.15	Cd300c2
ENSMUSG00000089753.11	Cd300ld2
ENSMUSG00000069609.8	Cd300ld4
ENSMUSG00000089722.3	Cd300ld5
ENSMUSG00000069607.5	Cd300ld3
ENSMUSG00000048498.9	Cd300e
ENSMUSG00000020732.14	Rab37
ENSMUSG00000047798.16	Cd300lf
ENSMUSG00000020733.4	Nherf1
ENSMUSG00000015542.18	Nat9
ENSMUSG00000045980.14	Tmem104
ENSMUSG00000020734.14	Grin2c
ENSMUSG00002076450.1	Gm56352
ENSMUSG00000018861.9	Fdxr
ENSMUSG00000044788.11	Fads6
ENSMUSG00000050201.10	Otop2
ENSMUSG00000045288.11	Ush1g
ENSMUSG00000018862.12	Otop3
ENSMUSG00000034586.15	Hid1
ENSMUSG00000050910.6	Cdr2l
ENSMUSG00000018858.16	Mrpl58
ENSMUSG00000085072.2	Ict1os
ENSMUSG00000034566.11	Atp5pd
ENSMUSG00000016940.19	Kctd2
ENSMUSG00000070332.5	Trim80
ENSMUSG00000093096.3	Mir3968
ENSMUSG00000085651.2	Gm11695
ENSMUSG00000045775.16	Slc16a5
ENSMUSG00000057219.12	Armc7
ENSMUSG00000020736.13	Nt5c
ENSMUSG00000081376.2	Gm11694
ENSMUSG00000020737.13	Jpt1
ENSMUSG00000020738.17	Sumo2
ENSMUSG00000020739.12	Nup85
ENSMUSG00000020740.14	Gga3
ENSMUSG00000089476.4	Gm25364
ENSMUSG00000046756.11	Mrps7
ENSMUSG00000020743.16	Mif4gd
ENSMUSG00000020744.14	Slc25a19
ENSMUSG00000059923.14	Grb2
ENSMUSG00000084277.2	Gm11702
ENSMUSG00000083394.3	Gm11703
ENSMUSG00000089460.3	Gm23699
ENSMUSG00000084130.2	Gm11704
ENSMUSG00000020747.19	Tmem94
ENSMUSG00000093539.3	Mir5621
ENSMUSG00000034471.13	Caskin2
ENSMUSG00000020781.15	Tsen54
ENSMUSG00000020782.19	Llgl2
ENSMUSG00000034427.18	Myo15b
ENSMUSG00000020752.12	Recql5
ENSMUSG00000048442.16	Smim5
ENSMUSG00000075420.7	Smim6
ENSMUSG00000087072.2	Recql5os1
ENSMUSG00000020755.10	Sap30bp
ENSMUSG00000087064.2	Sap30bpos
ENSMUSG00000020758.16	Itgb4
ENSMUSG00000020766.5	Galk1
ENSMUSG00000016559.15	H3f3b
ENSMUSG00000020770.14	Unk
ENSMUSG00000057948.13	Unc13d
ENSMUSG00000034341.18	Wbp2
ENSMUSG00000020773.12	Trim47
ENSMUSG00000054517.10	Trim65
ENSMUSG00000020775.14	Mrpl38
ENSMUSG00000020776.19	Fbf1
ENSMUSG00002074894.1	Gm26413
ENSMUSG00000105120.3	Gm26413
ENSMUSG00000020777.17	Acox1
ENSMUSG00000020778.13	Ten1
ENSMUSG00000092300.8	Cdk3
ENSMUSG00000034282.4	Evpl
ENSMUSG00000020780.16	Srp68
ENSMUSG00000020793.6	Galr2
ENSMUSG00000118502.2	Zacn-ps
ENSMUSG00000020792.16	Exoc7
ENSMUSG00002075039.1	Gm55312
ENSMUSG00000034227.8	Foxj1
ENSMUSG00000052949.15	Rnf157
ENSMUSG00000081929.2	Rps11-ps2
ENSMUSG00000120505.1	Gm57347
ENSMUSG00000050628.7	Ubald2
ENSMUSG00000070331.15	Qrich2
ENSMUSG00000086826.2	Gm11739
ENSMUSG00000015869.18	Prpsap1
ENSMUSG00000081318.2	Rpl36-ps1
ENSMUSG00000100779.2	Gm29292
ENSMUSG00000061878.17	Sphk1
ENSMUSG00000020802.9	Ube2o
ENSMUSG00000083314.2	Gm11742
ENSMUSG00000020804.13	Aanat
ENSMUSG00000020806.16	Rhbdf2
ENSMUSG00000020810.6	Cygb
ENSMUSG00000075410.15	Prcd
ENSMUSG00000020812.20	Snhg16
ENSMUSG00000065640.3	Snord1c
ENSMUSG00000077604.3	Snord1b
ENSMUSG00000065094.3	Snord1a
ENSMUSG00000057286.7	St6galnac2
ENSMUSG00000110170.2	St6galnac2
ENSMUSG00000078586.4	Gm11735
ENSMUSG00000056032.13	BC018473
ENSMUSG00000009588.10	St6galnac1
ENSMUSG00000020814.14	Mxra7
ENSMUSG00000056962.12	Jmjd6
ENSMUSG00002076427.1	Gm55409
ENSMUSG00000090266.11	Mettl23
ENSMUSG00000034120.19	Srsf2
ENSMUSG00000020818.17	Mfsd11
ENSMUSG00000043857.17	Mgat5b
ENSMUSG00000086902.9	Gm11728
ENSMUSG00000085104.2	Gm11731
ENSMUSG00000086859.6	Snhg20
ENSMUSG00002076896.1	Gm55431
ENSMUSG00000104740.3	Mir6516
ENSMUSG00000120993.1	Gm57384
ENSMUSG00002076742.1	Gm55432
ENSMUSG00000087057.8	Gm11730
ENSMUSG00000020823.17	Sec14l1
ENSMUSG00002076234.1	Gm55444
ENSMUSG00000084052.2	Gm11745
ENSMUSG00000059248.14	Septin9
ENSMUSG00000086050.2	Gm16045
ENSMUSG00000086588.2	Gm11729
ENSMUSG00000121813.1	Gm8624
ENSMUSG00000083705.4	Gm8624
ENSMUSG00000085336.3	Gm11732
ENSMUSG00000110653.2	Gm34418
ENSMUSG00000069588.4	Gm11733
ENSMUSG00000085419.3	Gm11734
ENSMUSG00000054418.7	2900041M22Rik
ENSMUSG00000025571.14	Tnrc6c
ENSMUSG00000025572.19	Tmc6
ENSMUSG00000050106.19	Tmc8
ENSMUSG00000087486.2	Gm11723
ENSMUSG00000087669.2	Gm11724
ENSMUSG00000025573.5	6030468B19Rik
ENSMUSG00000048277.16	Syngr2
ENSMUSG00000093485.2	Gm20708
ENSMUSG00000025574.14	Tk1
ENSMUSG00000017718.16	Afmid
ENSMUSG00000017716.16	Birc5
ENSMUSG00000070330.3	Tmem235
ENSMUSG00000017713.10	Tha1
ENSMUSG00000085434.2	Gm11725
ENSMUSG00000082562.2	Gm11726
ENSMUSG00000120147.1	Gm57331
ENSMUSG00000053113.4	Socs3
ENSMUSG00000120851.1	Gm57366
ENSMUSG00000017715.12	Pgs1
ENSMUSG00000098958.3	Mir6933
ENSMUSG00000033987.18	Dnah17
ENSMUSG00000085511.2	Gm11738
ENSMUSG00000017132.19	Cyth1
ENSMUSG00002075283.1	Gm55574
ENSMUSG00000080810.2	Gm11737
ENSMUSG00000033909.18	Usp36
ENSMUSG00000017466.11	Timp2
ENSMUSG00000076433.6	Cep295nl
ENSMUSG00000033880.12	Lgals3bp
ENSMUSG00000025575.15	Cant1
ENSMUSG00000017446.15	C1qtnf1
ENSMUSG00000086514.2	Gm11747
ENSMUSG00000087036.2	Gm11748
ENSMUSG00000033857.13	Engase
ENSMUSG00000025576.18	Rbfox3
ENSMUSG00000085059.2	Gm11750
ENSMUSG00002075579.1	Gm55649
ENSMUSG00000084887.2	Gm11749
ENSMUSG00000046697.18	Enpp7
ENSMUSG00000025577.8	Cbx2
ENSMUSG00000025578.10	Cbx8
ENSMUSG00000120966.1	Gm57380
ENSMUSG00000039989.8	Cbx4
ENSMUSG00000120794.1	Gm57363
ENSMUSG00000086306.2	Gm11754
ENSMUSG00000086547.2	Gm11755
ENSMUSG00000039976.5	Tbc1d16
ENSMUSG00000098704.3	Mir6934
ENSMUSG00000085548.2	Gm11753
ENSMUSG00000087404.2	Gm11752
ENSMUSG00000039963.21	Ccdc40
ENSMUSG00000025579.15	Gaa
ENSMUSG00000025580.16	Eif4a3
ENSMUSG00000120184.1	Gm57376
ENSMUSG00000013483.15	Card14
ENSMUSG00000005043.14	Sgsh
ENSMUSG00000039908.15	Slc26a11
ENSMUSG00000088015.3	Mir1932
ENSMUSG00000070327.16	Rnf213
ENSMUSG00000109408.2	A930037H05Rik
ENSMUSG00000039850.17	Endov
ENSMUSG00000025582.5	Nptx1
ENSMUSG00000087675.2	Gm11762
ENSMUSG00000025583.17	Rptor
ENSMUSG00000121577.1	ENSMUSG00000121577
ENSMUSG00000083870.2	Gm11761
ENSMUSG00002076802.1	Gm55776
ENSMUSG00000085081.3	Rptoros
ENSMUSG00000025371.13	Chmp6
ENSMUSG00000120604.1	Gm57350
ENSMUSG00000085207.3	Gm11767
ENSMUSG00000086924.2	Gm11766
ENSMUSG00000025372.17	Baiap2
ENSMUSG00000025375.16	Aatk
ENSMUSG00000065600.3	Mir338
ENSMUSG00000105524.3	Mir3065
ENSMUSG00000113114.2	Gm47846
ENSMUSG00000039781.16	Cep131
ENSMUSG00002076968.1	Gm55853
ENSMUSG00000025377.15	Tepsin
ENSMUSG00000078572.4	Ndufaf8
ENSMUSG00000061306.17	Slc38a10
ENSMUSG00000085636.2	Gm11769
ENSMUSG00000120866.1	Gm57368
ENSMUSG00000075389.5	Reno1
ENSMUSG00000086750.3	Gm11770
ENSMUSG00000043993.8	2900052L18Rik
ENSMUSG00000039741.17	Bahcc1
ENSMUSG00000085501.2	Gm11772
ENSMUSG00002076666.1	Gm55885
ENSMUSG00000062825.16	Actg1
ENSMUSG00002076664.1	Gm55891
ENSMUSG00000098955.3	Mir6935
ENSMUSG00000043644.6	0610009L18Rik
ENSMUSG00000025380.3	Fscn2
ENSMUSG00000025384.16	Faap100
ENSMUSG00000039703.17	Nploc4
ENSMUSG00000039691.11	Tspan10
ENSMUSG00000025386.3	Pde6g
ENSMUSG00000039670.3	Oxld1
ENSMUSG00000049957.15	Ccdc137
ENSMUSG00000057594.13	Arl16
ENSMUSG00000025793.18	Hgs
ENSMUSG00000039640.8	Mrpl12
ENSMUSG00000086929.2	Gm11788
ENSMUSG00000025792.10	Slc25a10
ENSMUSG00000084983.9	Gm11789
ENSMUSG00000025127.16	Gcgr
ENSMUSG00000061111.9	Mcrip1
ENSMUSG00000025129.3	Ppp1r27
ENSMUSG00000025130.12	P4hb
ENSMUSG00000120443.1	Gm57341
ENSMUSG00000025132.14	Arhgdia
ENSMUSG00000102881.2	Gm3807
ENSMUSG00000025134.3	Alyref
ENSMUSG00000025135.13	Anapc11
ENSMUSG00000044034.12	Npb
ENSMUSG00000025137.16	Pcyt2
ENSMUSG00000025138.15	Sirt7
ENSMUSG00000098282.3	Mir6936
ENSMUSG00000051510.14	Mafg
ENSMUSG00000120999.1	Gm17586
ENSMUSG00000025140.16	Pycr1
ENSMUSG00000025141.4	Myadml2
ENSMUSG00000084822.2	Myadml2os
ENSMUSG00000042988.11	Notum
ENSMUSG00000053613.7	Notumos
ENSMUSG00000025142.19	Aspscr1
ENSMUSG00000090758.2	Gm17178
ENSMUSG00000025144.18	Cenpx
ENSMUSG00000025145.14	Lrrc45
ENSMUSG00000018012.12	Rac3
ENSMUSG00000039450.12	Dcxr
ENSMUSG00000025150.11	Cbr2
ENSMUSG00000078249.6	Hmga1b
ENSMUSG00000083618.2	Gm11771
ENSMUSG00000025158.8	Rfng
ENSMUSG00000025156.18	Gps1
ENSMUSG00000025155.16	Dus1l
ENSMUSG00000025153.10	Fasn
ENSMUSG00000048445.7	Ccdc57
ENSMUSG00000087638.2	Gm11773
ENSMUSG00000025161.17	Slc16a3
ENSMUSG00000025162.19	Csnk1d
ENSMUSG00000100629.2	Gm28192
ENSMUSG00000120010.1	Gm57327
ENSMUSG00000081686.2	Gm11774
ENSMUSG00000086835.3	Gm11775
ENSMUSG00000080616.3	Gm22152
ENSMUSG00000025163.7	Cd7
ENSMUSG00000039364.15	Sectm1b
ENSMUSG00000025165.13	Sectm1a
ENSMUSG00000083137.2	Gm11792
ENSMUSG00000084853.2	Gm11791
ENSMUSG00000082510.2	Gm11793
ENSMUSG00000039337.4	Tex19.2
ENSMUSG00000039329.9	Tex19.1
ENSMUSG00000039321.2	Uts2r
ENSMUSG00000081835.2	Gm11790
ENSMUSG00000025169.7	Ogfod3
ENSMUSG00000039307.17	Hexdc
ENSMUSG00000039294.15	Cybc1
ENSMUSG00000000056.8	Narf
ENSMUSG00000039275.10	Foxk2
ENSMUSG00000025173.14	Wdr45b
ENSMUSG00000025170.14	Rab40b
ENSMUSG00000098981.3	Mir7236
ENSMUSG00000083155.2	Gm11866
ENSMUSG00000039253.8	Fn3krp
ENSMUSG00000025175.13	Fn3k
ENSMUSG00000039230.15	Tbcd
ENSMUSG00000039238.7	Zfp750
ENSMUSG00000046605.15	B3gntl1
ENSMUSG00000039208.16	Metrnl
ENSMUSG00000085126.2	Gm12589
ENSMUSG00000099690.2	Gm29513
ENSMUSG00000085970.2	Gm15643
ENSMUSG00000039198.9	Ptchd3
ENSMUSG00000084401.2	Gm12586
ENSMUSG00000086684.2	Gm12590
ENSMUSG00000082947.2	Gm12587
ENSMUSG00000120449.1	Gm53660
ENSMUSG00000082831.2	Gm12591
ENSMUSG00000090699.2	Gm9071
ENSMUSG00000112147.2	Gm18244
ENSMUSG00000112541.2	Gm9072
ENSMUSG00000112240.2	Gm48310
ENSMUSG00000092168.2	Gm9075
ENSMUSG00000110250.2	Gm9077
ENSMUSG00000112279.2	Gm18774
ENSMUSG00000121726.1	ENSMUSG00000121726
ENSMUSG00000112719.3	Gm45925
ENSMUSG00000079179.11	Rab10os
ENSMUSG00000020671.10	Rab10
ENSMUSG00000097429.2	Gm26520
ENSMUSG00000020668.11	Kif3c
ENSMUSG00000112308.2	Gm48512
ENSMUSG00000112655.2	Gm48511
ENSMUSG00000071456.8	1110002L01Rik
ENSMUSG00000037486.19	Asxl2
ENSMUSG00000118499.2	Gm31332
ENSMUSG00000112105.2	Rps7-ps2
ENSMUSG00000071454.14	Dtnb
ENSMUSG00002076574.1	Gm55147
ENSMUSG00000092286.2	Dtnbos
ENSMUSG00000020661.17	Dnmt3a
ENSMUSG00000073242.5	Dnmt3aos
ENSMUSG00000112271.2	Gm9088
ENSMUSG00000020660.7	Pomc
ENSMUSG00000020658.11	Efr3b
ENSMUSG00000112517.2	Gm48001
ENSMUSG00000112817.2	Gm48122
ENSMUSG00000020657.17	Dnajc27
ENSMUSG00000020654.16	Adcy3
ENSMUSG00000020652.18	Cenpo
ENSMUSG00000112770.2	Gm48210
ENSMUSG00000112297.2	Gm17816
ENSMUSG00000096199.3	Ptrhd1
ENSMUSG00000120893.1	Gm56543
ENSMUSG00000112829.2	Gm29696
ENSMUSG00000111916.2	4921501I09Rik
ENSMUSG00000020647.11	Ncoa1
ENSMUSG00002076270.1	Gm55203
ENSMUSG00002075858.1	Gm55204
ENSMUSG00000111938.2	2900045O20Rik
ENSMUSG00000112422.2	Gm31938
ENSMUSG00000112819.2	Gm46332
ENSMUSG00000112505.2	Gm48610
ENSMUSG00000118449.2	Gm3625
ENSMUSG00000020640.11	Itsn2
ENSMUSG00000111971.2	Gm48678
ENSMUSG00000091732.2	Gm17541
ENSMUSG00000079177.5	Fam228a
ENSMUSG00000050545.11	Fam228b
ENSMUSG00000087939.3	Gm23676
ENSMUSG00000119679.1	Gm22003
ENSMUSG00000020639.15	Pfn4
ENSMUSG00000091269.3	Gm6682
ENSMUSG00000118546.2	Gm20348
ENSMUSG00000037361.9	Sf3b6
ENSMUSG00000020635.9	Fkbp1b
ENSMUSG00000051721.7	Wdcp
ENSMUSG00000037336.15	Mfsd2b
ENSMUSG00000020634.13	Ubxn2a
ENSMUSG00000052812.6	Atad2b
ENSMUSG00000087780.4	Gm23167
ENSMUSG00000112723.2	Gm9110
ENSMUSG00000020627.11	Klhl29
ENSMUSG00000112020.2	Gm48532
ENSMUSG00000037735.8	2810032G03Rik
ENSMUSG00000097977.2	Gm5652
ENSMUSG00000112559.2	Gm48599
ENSMUSG00000112404.2	Gm32442
ENSMUSG00002075154.1	Gm55237
ENSMUSG00000111898.2	Gm48608
ENSMUSG00000112591.2	Gm4927
ENSMUSG00000111967.2	Gm3678
ENSMUSG00000112454.2	Gm48619
ENSMUSG00000111975.2	Gm46311
ENSMUSG00000102096.2	1700101O22Rik
ENSMUSG00000112754.2	Gm9139
ENSMUSG00000112323.2	Gm32828
ENSMUSG00000073233.5	Nfyc-ps
ENSMUSG00000112006.3	Gm48633
ENSMUSG00000112615.2	Gm18337
ENSMUSG00000112465.2	Gm18387
ENSMUSG00000020609.15	Apob
ENSMUSG00000112694.2	Gm33037
ENSMUSG00000037669.16	Ldah
ENSMUSG00000112441.2	Gm48898
ENSMUSG00000037660.6	Gdf7
ENSMUSG00000020605.10	Hs1bp3
ENSMUSG00000111889.2	Gm48071
ENSMUSG00000112452.2	Gm48075
ENSMUSG00000112664.2	Gm48076
ENSMUSG00000121738.1	BC106175
ENSMUSG00000112657.3	BC106175
ENSMUSG00000054364.6	Rhob
ENSMUSG00000120673.1	Gm56532
ENSMUSG00000112276.2	5033421B08Rik
ENSMUSG00000020600.14	Slc7a15
ENSMUSG00000121137.1	Gm56555
ENSMUSG00000120669.1	Gm56531
ENSMUSG00000120222.1	Gm56512
ENSMUSG00000020594.15	Pum2
ENSMUSG00000096940.2	Gm4755
ENSMUSG00000020592.16	Sdc1
ENSMUSG00000042976.7	9930038B18Rik
ENSMUSG00000112891.2	Gm47391
ENSMUSG00000020585.6	Laptm4a
ENSMUSG00000020583.5	Matn3
ENSMUSG00000066643.13	Wdr35
ENSMUSG00000066637.3	Ttc32
ENSMUSG00000113913.2	Gm46323
ENSMUSG00000060647.3	Gm7099
ENSMUSG00000111989.2	Gm18696
ENSMUSG00000114000.2	Gm48762
ENSMUSG00000112496.3	Gm48764
ENSMUSG00000099360.2	1700022H16Rik
ENSMUSG00000048387.9	Osr1
ENSMUSG00000077259.3	Gm23979
ENSMUSG00000112043.2	Gm48774
ENSMUSG00000112787.2	Gm48790
ENSMUSG00000088337.3	Gm22845
ENSMUSG00000111942.2	Gm5182
ENSMUSG00000111925.2	Gm48791
ENSMUSG00000112783.2	Gm48792
ENSMUSG00000111917.2	Gm48793
ENSMUSG00000112377.2	Gm48794
ENSMUSG00000020622.18	Nt5c1b
ENSMUSG00000020621.7	Rdh14
ENSMUSG00000112792.2	Gm38407
ENSMUSG00000112127.2	Gm48886
ENSMUSG00000112515.2	Gm4928
ENSMUSG00000066632.4	Pgk1-rs7
ENSMUSG00000111928.2	Gm48082
ENSMUSG00000113620.2	7420701I03Rik
ENSMUSG00000043673.12	Kcns3
ENSMUSG00000112298.2	Gm48088
ENSMUSG00000112041.2	9530020I12Rik
ENSMUSG00000047002.3	Msgn1
ENSMUSG00000103287.2	1700034J04Rik
ENSMUSG00000051235.11	Gen1
ENSMUSG00000020608.8	Smc6
ENSMUSG00000098879.3	Mir7675
ENSMUSG00000054459.9	Vsnl1
ENSMUSG00000097841.3	4930511A02Rik
ENSMUSG00000086022.2	Rad51ap2
ENSMUSG00000113787.2	Gm47807
ENSMUSG00000113226.2	Gm47808
ENSMUSG00000111974.2	Gm4803
ENSMUSG00002075859.1	Gm55291
ENSMUSG00000112788.2	Gm47821
ENSMUSG00000112158.2	Gm47822
ENSMUSG00000112413.2	Gm6867
ENSMUSG00000113013.2	Gm47833
ENSMUSG00000113330.2	Gm34237
ENSMUSG00000113275.2	Tubb2a-ps2
ENSMUSG00000077204.3	Gm25610
ENSMUSG00000078377.6	Gm4294
ENSMUSG00002075793.1	Gm55292
ENSMUSG00000020589.18	Cyria
ENSMUSG00000114136.2	4921511I17Rik
ENSMUSG00000118614.2	Gm34637
ENSMUSG00002075824.1	Gm55293
ENSMUSG00000119089.1	Gm25538
ENSMUSG00000113009.2	3732407C23Rik
ENSMUSG00000091430.2	Platr19
ENSMUSG00000113363.2	Gm48187
ENSMUSG00000097627.3	4930519A11Rik
ENSMUSG00000113465.2	Gm40271
ENSMUSG00000066629.3	Rpl36-ps3
ENSMUSG00000037169.16	Mycn
ENSMUSG00000113953.2	Gm48201
ENSMUSG00000113220.2	Gm35208
ENSMUSG00000113928.2	Gm48209
ENSMUSG00000112988.2	Gm35298
ENSMUSG00000113284.2	Gm48213
ENSMUSG00000113937.2	Rpl21-ps2
ENSMUSG00000064717.3	Gm24208
ENSMUSG00000037149.11	Ddx1
ENSMUSG00000020576.11	Nbas
ENSMUSG00000113476.2	Gm48309
ENSMUSG00000113188.2	Gm35638
ENSMUSG00000071414.6	Gm6736
ENSMUSG00000113058.2	Gm48311
ENSMUSG00000119538.1	Gm24142
ENSMUSG00000119368.1	Gm22170
ENSMUSG00000113666.2	Gm35725
ENSMUSG00000113283.2	Gm35890
ENSMUSG00000097973.2	Gm4929
ENSMUSG00000113855.2	Gm49374
ENSMUSG00000113863.2	Gm7126
ENSMUSG00000113397.2	Gm9194
ENSMUSG00000113522.2	Gm48479
ENSMUSG00000114026.2	Gm48480
ENSMUSG00000113167.2	Gm48482
ENSMUSG00000020607.8	Lratd1
ENSMUSG00000113336.2	Gm16497
ENSMUSG00000113961.2	Gm48498
ENSMUSG00000050974.5	Gm9847
ENSMUSG00000119624.1	Gm25414
ENSMUSG00000113663.2	Gm48504
ENSMUSG00000064386.4	Gm26449
ENSMUSG00000114066.2	Gm9202
ENSMUSG00000113644.2	4930448C13Rik
ENSMUSG00002075010.1	Gm54367
ENSMUSG00000113285.3	Gm36128
ENSMUSG00000121615.1	ENSMUSG00000121615
ENSMUSG00000114124.2	Gm19084
ENSMUSG00000113734.2	Gm48539
ENSMUSG00000113069.2	Gm48541
ENSMUSG00000113339.2	Gm17915
ENSMUSG00000121786.1	ENSMUSG00000121786
ENSMUSG00000098158.5	Gm4804
ENSMUSG00000020601.9	Trib2
ENSMUSG00000098480.3	Mir6387
ENSMUSG00000097580.2	Gm5432
ENSMUSG00000113629.2	Gm48558
ENSMUSG00000113222.2	Gm48557
ENSMUSG00000113739.2	Gm48584
ENSMUSG00000113930.2	Gm36235
ENSMUSG00000113142.2	Gm18114
ENSMUSG00000113735.2	Gm48607
ENSMUSG00000113975.3	Gm36372
ENSMUSG00000113586.3	Gm48606
ENSMUSG00000113892.2	Gm48605
ENSMUSG00000120341.1	Gm56513
ENSMUSG00000020593.17	Lpin1
ENSMUSG00000020591.12	Ntsr2
ENSMUSG00000036523.17	Greb1
ENSMUSG00000114049.2	Gm48140
ENSMUSG00002074932.1	Gm54388
ENSMUSG00000113897.2	Gm48227
ENSMUSG00000057469.9	E2f6
ENSMUSG00000114018.3	Gm36495
ENSMUSG00000020580.11	Rock2
ENSMUSG00000113202.2	Gm48291
ENSMUSG00000064620.3	Gm22303
ENSMUSG00000045679.15	Slc66a3
ENSMUSG00000071398.9	2410004P03Rik
ENSMUSG00000113447.2	Gm48538
ENSMUSG00000051726.7	Kcnf1
ENSMUSG00000113368.2	Gm10054
ENSMUSG00000020571.14	Pdia6
ENSMUSG00000020566.20	Atp6v1c2
ENSMUSG00000114024.3	Gm46336
ENSMUSG00000061458.10	Nol10
ENSMUSG00000093037.3	Mir3066
ENSMUSG00000113246.2	Gm36752
ENSMUSG00000011179.9	Odc1
ENSMUSG00000064427.3	Gm22748
ENSMUSG00000113093.2	Gm36862
ENSMUSG00000113131.2	Gm48290
ENSMUSG00000114062.2	Gm48313
ENSMUSG00002075280.1	Gm54419
ENSMUSG00000071379.3	Hpcal1
ENSMUSG00000113294.2	Gm49326
ENSMUSG00000113612.2	Gm48315
ENSMUSG00000121307.1	ENSMUSG00000121307
ENSMUSG00000114025.2	Gm49331
ENSMUSG00000067356.6	B430203G13Rik
ENSMUSG00000121309.1	ENSMUSG00000121309
ENSMUSG00000113536.3	Gm49327
ENSMUSG00000113556.2	Gm48317
ENSMUSG00000113234.2	Gm49330
ENSMUSG00000114040.2	Gm48319
ENSMUSG00000113197.2	Gm48318
ENSMUSG00000113416.2	Gm49328
ENSMUSG00000113642.3	Gm49329
ENSMUSG00000113048.2	Gm48347
ENSMUSG00000113199.2	Gm9229
ENSMUSG00000113155.2	Gm48354
ENSMUSG00000113360.2	Gm48355
ENSMUSG00000121633.1	ENSMUSG00000121633
ENSMUSG00000073198.7	Bnip3l-ps
ENSMUSG00000113736.2	Gm40879
ENSMUSG00000113956.2	Gm19368
ENSMUSG00000112994.2	Gm46312
ENSMUSG00000113592.2	Gm7093
ENSMUSG00000113132.2	Gm9231
ENSMUSG00000113402.2	Zfp996
ENSMUSG00000113436.2	Gm48392
ENSMUSG00000073197.10	5730507C01Rik
ENSMUSG00000113604.2	Gm19786
ENSMUSG00000113724.2	Gm48398
ENSMUSG00000113541.2	Gm48409
ENSMUSG00000116815.2	Gm49760
ENSMUSG00000113768.2	Gm9237
ENSMUSG00000113705.2	Gm48411
ENSMUSG00000113377.2	Gm48446
ENSMUSG00000113646.2	Gm46313
ENSMUSG00000113778.2	Gm40847
ENSMUSG00000112970.2	Gm49370
ENSMUSG00000113857.2	Gm46338
ENSMUSG00000116744.2	Gm49764
ENSMUSG00000113809.2	Gm48472
ENSMUSG00000113040.2	Gm9249
ENSMUSG00000113307.2	Gm48516
ENSMUSG00000114188.2	Gm40849
ENSMUSG00000113992.2	Gm9158
ENSMUSG00000114156.2	Gm48523
ENSMUSG00000113205.2	Gm48525
ENSMUSG00000113110.2	Gm48528
ENSMUSG00000113570.2	Gm5953
ENSMUSG00000073184.5	Gm49957
ENSMUSG00000113408.2	Gm48540
ENSMUSG00000113959.2	Gm46339
ENSMUSG00000113814.2	Gm9255
ENSMUSG00000112961.2	Gm48576
ENSMUSG00000093908.3	Gm5784
ENSMUSG00000116705.2	Gm29737
